date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:59:31	823/823	---M--	200	added ('OK')	image/jpeg	etag:%225b25855b-721%22	https://colorlib.com/preview/theme/bulkapp/img/elements/f5.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/f5.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:32	506/506	---M--	200	added ('OK')	image/jpeg	etag:%225b25855c-593%22	https://colorlib.com/preview/theme/bulkapp/img/elements/f6.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/f6.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:33	568/568	---M--	200	added ('OK')	image/jpeg	etag:%225b25855c-5ec%22	https://colorlib.com/preview/theme/bulkapp/img/elements/f7.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/f7.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:33	446/446	---M--	200	added ('OK')	image/jpeg	etag:%225b25855d-53f%22	https://colorlib.com/preview/theme/bulkapp/img/elements/f8.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/f8.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:34	33117/33117	---M--	200	added ('OK')	image/jpeg	etag:%225b25855e-1e673%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g1.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:34	29539/29539	---M--	200	added ('OK')	image/jpeg	etag:%225b25855e-1c83e%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g2.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:34	20880/20880	---M--	200	added ('OK')	image/jpeg	etag:%225b25855f-13ead%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g3.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g3.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:35	23360/23360	---M--	200	added ('OK')	image/jpeg	etag:%225b258560-14bbe%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g4.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g4.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:35	14365/14365	---M--	200	added ('OK')	image/jpeg	etag:%225b258561-fc5f%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g5.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g5.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:36	18173/18173	---M--	200	added ('OK')	image/jpeg	etag:%225b258561-122cd%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g6.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g6.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:36	38241/38241	---M--	200	added ('OK')	image/jpeg	etag:%225b258563-26671%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g7.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g7.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:36	14203/14203	---M--	200	added ('OK')	image/jpeg	etag:%225b258563-4196%22	https://colorlib.com/preview/theme/bulkapp/img/elements/g8.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/elements/g8.jpg	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:37	335262/335262	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b2585a1-7f20a%22	https://colorlib.com/preview/theme/bulkapp/vendors/jquery-ui/jquery-ui.js	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/vendors/jquery-ui/jquery-ui.js	(from https://colorlib.com/preview/theme/bulkapp/elements.html)
17:59:37	27529/27529	---M--	200	added ('OK')	image/jpeg	etag:%225b2585d8-1ae1e%22	https://colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-3.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-3.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:38	29212/29212	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2017%20Jul%202019%2010:59:39%20GMT	https://colorlib.com/preview/theme/bulkapp/blog-details.html	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/blog-details.html	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:38	15388/15388	---M--	200	added ('OK')	image/jpeg	etag:%225b2585d6-f283%22	https://colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-2.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:39	30451/30451	---M--	200	added ('OK')	image/jpeg	etag:%225b2585d7-1f10d%22	https://colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/cat-post/cat-post-1.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:39	19911/19911	---M--	200	added ('OK')	image/jpeg	etag:%225b2585e3-17a47%22	https://colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-1.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:39	53644/53644	---M--	200	added ('OK')	image/jpeg	etag:%225b2585e3-3a4cf%22	https://colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-2.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:39	39398/39398	---M--	200	added ('OK')	image/jpeg	etag:%225b2585e5-24a27%22	https://colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-3.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-3.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:39	26009/26009	---M--	200	added ('OK')	image/jpeg	etag:%225b2585e4-1837e%22	https://colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-4.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-4.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:40	47987/47987	---M--	200	added ('OK')	image/jpeg	etag:%225b2585e6-2ff2b%22	https://colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-5.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/main-blog/m-blog-5.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:40	28798/28798	---M--	200	added ('OK')	image/png	etag:%225b258549-883f%22	https://colorlib.com/preview/theme/bulkapp/img/blog/author.png	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/author.png	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:49	2085/2085	---M--	200	added ('OK')	image/jpeg	etag:%225b2585eb-256b%22	https://colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post1.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:50	1488/1488	---M--	200	added ('OK')	image/jpeg	etag:%225b2585eb-1df8%22	https://colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post2.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:50	1656/1656	---M--	200	added ('OK')	image/jpeg	etag:%225b2585ec-1f3f%22	https://colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post3.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post3.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:51	2213/2213	---M--	200	added ('OK')	image/jpeg	etag:%225b2585ec-256f%22	https://colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post4.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/popular-post/post4.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:51	2981/2981	---M--	200	added ('OK')	image/jpeg	etag:%225b258548-2385%22	https://colorlib.com/preview/theme/bulkapp/img/blog/add.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/add.jpg	(from https://colorlib.com/preview/theme/bulkapp/blog.html)
17:59:52	29038/29038	---M--	200	added ('OK')	image/jpeg	etag:%225b258550-8bf7%22	https://colorlib.com/preview/theme/bulkapp/img/blog/post-img1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/post-img1.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:52	71336/71336	---M--	200	added ('OK')	image/jpeg	etag:%225b25854d-1544e%22	https://colorlib.com/preview/theme/bulkapp/img/blog/feature-img1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/feature-img1.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:53	31481/31481	---M--	200	added ('OK')	image/jpeg	etag:%225b258551-9714%22	https://colorlib.com/preview/theme/bulkapp/img/blog/post-img2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/post-img2.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:53	1717/1717	---M--	200	added ('OK')	image/jpeg	etag:%225b258551-95d%22	https://colorlib.com/preview/theme/bulkapp/img/blog/prev.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/prev.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:53	1988/1988	---M--	200	added ('OK')	image/jpeg	etag:%225b25854f-a98%22	https://colorlib.com/preview/theme/bulkapp/img/blog/next.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/next.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:53	1775/1775	---M--	200	added ('OK')	image/jpeg	etag:%225b258549-99b%22	https://colorlib.com/preview/theme/bulkapp/img/blog/c1.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/c1.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:54	1537/1537	---M--	200	added ('OK')	image/jpeg	etag:%225b25854a-80f%22	https://colorlib.com/preview/theme/bulkapp/img/blog/c2.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/c2.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:54	1719/1719	---M--	200	added ('OK')	image/jpeg	etag:%225b25854a-964%22	https://colorlib.com/preview/theme/bulkapp/img/blog/c3.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/c3.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:54	2035/2035	---M--	200	added ('OK')	image/jpeg	etag:%225b25854b-ad9%22	https://colorlib.com/preview/theme/bulkapp/img/blog/c4.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/c4.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:54	1531/1531	---M--	200	added ('OK')	image/jpeg	etag:%225b25854c-818%22	https://colorlib.com/preview/theme/bulkapp/img/blog/c5.jpg	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/img/blog/c5.jpg	(from https://colorlib.com/preview/theme/bulkapp/single-blog.html)
17:59:55	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d2ca217-4d7%22	https://colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/My%20Web%20Sites/fajar/colorlib.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://colorlib.com/preview/theme/bulkapp/contact.html)
17:59:55	21068/21068	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b258513-524c%22	https://colorlib.com/preview/theme/bulkapp/js/jquery.validate.min.js	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/js/jquery.validate.min.js	(from https://colorlib.com/preview/theme/bulkapp/contact.html)
17:59:55	18816/18816	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b258512-a087%22	https://colorlib.com/preview/theme/bulkapp/js/jquery.form.js	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/js/jquery.form.js	(from https://colorlib.com/preview/theme/bulkapp/contact.html)
17:59:55	1514/1514	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b25850e-c24%22	https://colorlib.com/preview/theme/bulkapp/js/contact.js	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/js/contact.js	(from https://colorlib.com/preview/theme/bulkapp/contact.html)
17:59:56	31794/31794	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b258510-7c32%22	https://colorlib.com/preview/theme/bulkapp/js/gmaps.min.js	C:/My%20Web%20Sites/fajar/colorlib.com/preview/theme/bulkapp/js/gmaps.min.js	(from https://colorlib.com/preview/theme/bulkapp/contact.html)
